event,player,selectionLabel,odds_decimal,status_selection,marketLabel,deadline
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 1.5,3.8,Open,Spillers samlede antal skud | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Kouadio Kone,Over 0.5,1.1667,Open,Spillers samlede antal skud | Kouadio Kone,
AS Roma vs Sassuolo,Kouadio Kone,Over 1.5,1.9,Open,Spillers samlede antal skud | Kouadio Kone,
AS Roma vs Sassuolo,Kouadio Kone,Over 2.5,3.8,Open,Spillers samlede antal skud | Kouadio Kone,
AS Roma vs Sassuolo,Laurs Skjellerup,Over 0.5,1.2,Open,Spillers samlede antal skud | Laurs Skjellerup,
AS Roma vs Sassuolo,Laurs Skjellerup,Over 1.5,2.1,Open,Spillers samlede antal skud | Laurs Skjellerup,
AS Roma vs Sassuolo,Laurs Skjellerup,Over 2.5,4.25,Open,Spillers samlede antal skud | Laurs Skjellerup,
AS Roma vs Sassuolo,Luca Barani,Over 0.5,2.1,Open,Spillers samlede antal skud | Luca Barani,
AS Roma vs Sassuolo,Luca Barani,Over 1.5,6.5,Open,Spillers samlede antal skud | Luca Barani,
AS Roma vs Sassuolo,Luca Lipani,Over 0.5,1.75,Open,Spillers samlede antal skud | Luca Lipani,
AS Roma vs Sassuolo,Luca Lipani,Over 1.5,4.5,Open,Spillers samlede antal skud | Luca Lipani,
AS Roma vs Sassuolo,Luca Moro,Over 0.5,1.1334,Open,Spillers samlede antal skud | Luca Moro,
AS Roma vs Sassuolo,Luca Moro,Over 1.5,1.75,Open,Spillers samlede antal skud | Luca Moro,
AS Roma vs Sassuolo,Luca Moro,Over 2.5,3.3334,Open,Spillers samlede antal skud | Luca Moro,
AS Roma vs Sassuolo,Mario Hermoso,Over 0.5,1.6,Open,Spillers samlede antal skud | Mario Hermoso,
AS Roma vs Sassuolo,Mario Hermoso,Over 1.5,3.8,Open,Spillers samlede antal skud | Mario Hermoso,
AS Roma vs Sassuolo,Matias Soule,Over 2.5,1.3,Open,Spillers samlede antal skud | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 3.5,1.8182,Open,Spillers samlede antal skud | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 4.5,2.8,Open,Spillers samlede antal skud | Matias Soule,
AS Roma vs Sassuolo,Muhammed S.,Over 2.5,1.5,Open,Spillers samlede antal skud | Muhammed S.,
AS Roma vs Sassuolo,Muhammed S.,Over 3.5,2.25,Open,Spillers samlede antal skud | Muhammed S.,
AS Roma vs Sassuolo,Muhammed S.,Over 4.5,3.8,Open,Spillers samlede antal skud | Muhammed S.,
AS Roma vs Sassuolo,Nemanja Matic,Over 0.5,2.75,Open,Spillers samlede antal skud | Nemanja Matic,
AS Roma vs Sassuolo,Nemanja Matic,Over 1.5,10.0,Open,Spillers samlede antal skud | Nemanja Matic,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 0.5,1.0715,Open,Spillers samlede antal skud | Niccolo Pisilli,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 1.5,1.52,Open,Spillers samlede antal skud | Niccolo Pisilli,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 2.5,2.6,Open,Spillers samlede antal skud | Niccolo Pisilli,
AS Roma vs Sassuolo,Nicholas Pierini,Over 0.5,1.2858,Open,Spillers samlede antal skud | Nicholas Pierini,
AS Roma vs Sassuolo,Nicholas Pierini,Over 1.5,2.3637,Open,Spillers samlede antal skud | Nicholas Pierini,
AS Roma vs Sassuolo,Nicholas Pierini,Over 2.5,5.0,Open,Spillers samlede antal skud | Nicholas Pierini,
AS Roma vs Sassuolo,Paulo Dybala,Over 2.5,1.3,Open,Spillers samlede antal skud | Paulo Dybala,
AS Roma vs Sassuolo,Paulo Dybala,Over 3.5,1.8182,Open,Spillers samlede antal skud | Paulo Dybala,
AS Roma vs Sassuolo,Paulo Dybala,Over 4.5,2.8,Open,Spillers samlede antal skud | Paulo Dybala,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 0.5,3.5,Open,Spillers samlede antal skud | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 1.5,15.0,Open,Spillers samlede antal skud | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Stephan El,Over 1.5,1.32,Open,Spillers samlede antal skud | Stephan El,
AS Roma vs Sassuolo,Stephan El,Over 2.5,2.0,Open,Spillers samlede antal skud | Stephan El,
AS Roma vs Sassuolo,Stephan El,Over 3.5,3.5,Open,Spillers samlede antal skud | Stephan El,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 0.5,2.5455,Open,Spillers samlede antal skud | Tarik Muharemovic,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 1.5,9.0,Open,Spillers samlede antal skud | Tarik Muharemovic,
AS Roma vs Sassuolo,Tommaso Baldanzi,Over 1.5,1.2858,Open,Spillers samlede antal skud | Tommaso Baldanzi,
AS Roma vs Sassuolo,Tommaso Baldanzi,Over 2.5,1.9,Open,Spillers samlede antal skud | Tommaso Baldanzi,
AS Roma vs Sassuolo,Tommaso Baldanzi,Over 3.5,3.2,Open,Spillers samlede antal skud | Tommaso Baldanzi,
AS Roma vs Sassuolo,Walid Cheddira,Over 0.5,1.1429,Open,Spillers samlede antal skud | Walid Cheddira,
AS Roma vs Sassuolo,Walid Cheddira,Over 1.5,1.8182,Open,Spillers samlede antal skud | Walid Cheddira,
AS Roma vs Sassuolo,Walid Cheddira,Over 2.5,3.5,Open,Spillers samlede antal skud | Walid Cheddira,
AS Roma vs Sassuolo,Zeki Celik,Over 0.5,1.52,Open,Spillers samlede antal skud | Zeki Celik,
AS Roma vs Sassuolo,Zeki Celik,Over 1.5,3.5,Open,Spillers samlede antal skud | Zeki Celik,
AS Roma vs Sassuolo,Alieu Fadera,Over 2.5,1.2728,Open,Spillers samlede antal tacklinger | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 3.5,1.7778,Open,Spillers samlede antal tacklinger | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 4.5,2.4286,Open,Spillers samlede antal tacklinger | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 5.5,3.5,Open,Spillers samlede antal tacklinger | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 6.5,5.3334,Open,Spillers samlede antal tacklinger | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 7.5,8.5,Open,Spillers samlede antal tacklinger | Alieu Fadera,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 1.5,4.2,Open,Spillers samlede antal tacklinger | Andrea Pinamonti,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 2.5,5.3334,Open,Spillers samlede antal tacklinger | Andrea Pinamonti,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 3.5,9.5,Open,Spillers samlede antal tacklinger | Andrea Pinamonti,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 4.5,15.0,Open,Spillers samlede antal tacklinger | Andrea Pinamonti,
AS Roma vs Sassuolo,Armand Lauriente,Over 1.5,2.0834,Open,Spillers samlede antal tacklinger | Armand Lauriente,
AS Roma vs Sassuolo,Armand Lauriente,Over 2.5,3.3334,Open,Spillers samlede antal tacklinger | Armand Lauriente,
AS Roma vs Sassuolo,Armand Lauriente,Over 3.5,5.75,Open,Spillers samlede antal tacklinger | Armand Lauriente,
AS Roma vs Sassuolo,Armand Lauriente,Over 4.5,11.0,Open,Spillers samlede antal tacklinger | Armand Lauriente,
AS Roma vs Sassuolo,Armand Lauriente,Over 5.5,17.0,Open,Spillers samlede antal tacklinger | Armand Lauriente,
AS Roma vs Sassuolo,Aster Vranckx,Over 1.5,1.6364,Open,Spillers samlede antal tacklinger | Aster Vranckx,
AS Roma vs Sassuolo,Aster Vranckx,Over 2.5,3.1,Open,Spillers samlede antal tacklinger | Aster Vranckx,
AS Roma vs Sassuolo,Aster Vranckx,Over 3.5,4.2,Open,Spillers samlede antal tacklinger | Aster Vranckx,
AS Roma vs Sassuolo,Aster Vranckx,Over 4.5,7.0,Open,Spillers samlede antal tacklinger | Aster Vranckx,
AS Roma vs Sassuolo,Aster Vranckx,Over 5.5,12.0,Open,Spillers samlede antal tacklinger | Aster Vranckx,
AS Roma vs Sassuolo,Bryan Cristante,Over 1.5,1.4286,Open,Spillers samlede antal tacklinger | Bryan Cristante,
AS Roma vs Sassuolo,Bryan Cristante,Over 2.5,2.3334,Open,Spillers samlede antal tacklinger | Bryan Cristante,
AS Roma vs Sassuolo,Bryan Cristante,Over 3.5,3.2,Open,Spillers samlede antal tacklinger | Bryan Cristante,
AS Roma vs Sassuolo,Bryan Cristante,Over 4.5,5.3334,Open,Spillers samlede antal tacklinger | Bryan Cristante,
AS Roma vs Sassuolo,Bryan Cristante,Over 5.5,8.5,Open,Spillers samlede antal tacklinger | Bryan Cristante,
AS Roma vs Sassuolo,Bryan Cristante,Over 6.5,14.0,Open,Spillers samlede antal tacklinger | Bryan Cristante,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 1.5,1.7273,Open,Spillers samlede antal tacklinger | Daniele Ghilardi,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 2.5,2.9,Open,Spillers samlede antal tacklinger | Daniele Ghilardi,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 3.5,3.6667,Open,Spillers samlede antal tacklinger | Daniele Ghilardi,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 4.5,5.75,Open,Spillers samlede antal tacklinger | Daniele Ghilardi,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 5.5,9.5,Open,Spillers samlede antal tacklinger | Daniele Ghilardi,
AS Roma vs Sassuolo,Devyne Fabian,Over 1.5,1.2667,Open,Spillers samlede antal tacklinger | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 2.5,1.9,Open,Spillers samlede antal tacklinger | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 3.5,2.75,Open,Spillers samlede antal tacklinger | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 4.5,4.3334,Open,Spillers samlede antal tacklinger | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 5.5,7.0,Open,Spillers samlede antal tacklinger | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 6.5,12.0,Open,Spillers samlede antal tacklinger | Devyne Fabian,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 1.5,1.5556,Open,Spillers samlede antal tacklinger | Edoardo Iannoni,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 2.5,2.9,Open,Spillers samlede antal tacklinger | Edoardo Iannoni,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 3.5,4.0,Open,Spillers samlede antal tacklinger | Edoardo Iannoni,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 4.5,6.6667,Open,Spillers samlede antal tacklinger | Edoardo Iannoni,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 5.5,12.0,Open,Spillers samlede antal tacklinger | Edoardo Iannoni,
AS Roma vs Sassuolo,Evan Ferguson,Over 1.5,3.1,Open,Spillers samlede antal tacklinger | Evan Ferguson,
AS Roma vs Sassuolo,Evan Ferguson,Over 2.5,5.75,Open,Spillers samlede antal tacklinger | Evan Ferguson,
AS Roma vs Sassuolo,Evan Ferguson,Over 3.5,10.0,Open,Spillers samlede antal tacklinger | Evan Ferguson,
AS Roma vs Sassuolo,Evan Ferguson,Over 4.5,16.0,Open,Spillers samlede antal tacklinger | Evan Ferguson,
AS Roma vs Sassuolo,Fali Cande,Over 1.5,1.3334,Open,Spillers samlede antal tacklinger | Fali Cande,
AS Roma vs Sassuolo,Fali Cande,Over 2.5,2.2223,Open,Spillers samlede antal tacklinger | Fali Cande,
AS Roma vs Sassuolo,Fali Cande,Over 3.5,3.3334,Open,Spillers samlede antal tacklinger | Fali Cande,
AS Roma vs Sassuolo,Fali Cande,Over 4.5,5.5,Open,Spillers samlede antal tacklinger | Fali Cande,
AS Roma vs Sassuolo,Fali Cande,Over 5.5,9.5,Open,Spillers samlede antal tacklinger | Fali Cande,
AS Roma vs Sassuolo,Fali Cande,Over 6.5,16.0,Open,Spillers samlede antal tacklinger | Fali Cande,
AS Roma vs Sassuolo,Gianluca Mancini,Over 1.5,2.0834,Open,Spillers samlede antal tacklinger | Gianluca Mancini,
AS Roma vs Sassuolo,Gianluca Mancini,Over 2.5,3.2,Open,Spillers samlede antal tacklinger | Gianluca Mancini,
AS Roma vs Sassuolo,Gianluca Mancini,Over 3.5,5.5,Open,Spillers samlede antal tacklinger | Gianluca Mancini,
AS Roma vs Sassuolo,Gianluca Mancini,Over 4.5,9.5,Open,Spillers samlede antal tacklinger | Gianluca Mancini,
AS Roma vs Sassuolo,Gianluca Mancini,Over 5.5,16.0,Open,Spillers samlede antal tacklinger | Gianluca Mancini,
AS Roma vs Sassuolo,Ismael Kone,Over 1.5,1.8334,Open,Spillers samlede antal tacklinger | Ismael Kone,
AS Roma vs Sassuolo,Ismael Kone,Over 2.5,2.8,Open,Spillers samlede antal tacklinger | Ismael Kone,
AS Roma vs Sassuolo,Ismael Kone,Over 3.5,4.5,Open,Spillers samlede antal tacklinger | Ismael Kone,
AS Roma vs Sassuolo,Ismael Kone,Over 4.5,8.0,Open,Spillers samlede antal tacklinger | Ismael Kone,
AS Roma vs Sassuolo,Ismael Kone,Over 5.5,13.0,Open,Spillers samlede antal tacklinger | Ismael Kone,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 1.5,1.2308,Open,Spillers samlede antal tacklinger | Jan Ziolkowski,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 2.5,1.8334,Open,Spillers samlede antal tacklinger | Jan Ziolkowski,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 3.5,2.6667,Open,Spillers samlede antal tacklinger | Jan Ziolkowski,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 4.5,4.2,Open,Spillers samlede antal tacklinger | Jan Ziolkowski,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 5.5,6.6667,Open,Spillers samlede antal tacklinger | Jan Ziolkowski,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 6.5,11.0,Open,Spillers samlede antal tacklinger | Jan Ziolkowski,
AS Roma vs Sassuolo,Jay Idzes,Over 1.5,1.875,Open,Spillers samlede antal tacklinger | Jay Idzes,
AS Roma vs Sassuolo,Jay Idzes,Over 2.5,2.8572,Open,Spillers samlede antal tacklinger | Jay Idzes,
AS Roma vs Sassuolo,Jay Idzes,Over 3.5,4.75,Open,Spillers samlede antal tacklinger | Jay Idzes,
AS Roma vs Sassuolo,Jay Idzes,Over 4.5,8.0,Open,Spillers samlede antal tacklinger | Jay Idzes,
AS Roma vs Sassuolo,Jay Idzes,Over 5.5,13.0,Open,Spillers samlede antal tacklinger | Jay Idzes,
AS Roma vs Sassuolo,Josh Doig,Over 1.5,1.6154,Open,Spillers samlede antal tacklinger | Josh Doig,
AS Roma vs Sassuolo,Josh Doig,Over 2.5,3.0,Open,Spillers samlede antal tacklinger | Josh Doig,
AS Roma vs Sassuolo,Josh Doig,Over 3.5,4.2,Open,Spillers samlede antal tacklinger | Josh Doig,
AS Roma vs Sassuolo,Josh Doig,Over 4.5,7.0,Open,Spillers samlede antal tacklinger | Josh Doig,
AS Roma vs Sassuolo,Josh Doig,Over 5.5,12.0,Open,Spillers samlede antal tacklinger | Josh Doig,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 1.5,1.6154,Open,Spillers samlede antal tacklinger | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 2.5,3.0,Open,Spillers samlede antal tacklinger | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 3.5,4.2,Open,Spillers samlede antal tacklinger | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 4.5,7.0,Open,Spillers samlede antal tacklinger | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 5.5,12.0,Open,Spillers samlede antal tacklinger | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Kouadio Kone,Over 1.5,1.7778,Open,Spillers samlede antal tacklinger | Kouadio Kone,
AS Roma vs Sassuolo,Kouadio Kone,Over 2.5,2.7143,Open,Spillers samlede antal tacklinger | Kouadio Kone,
AS Roma vs Sassuolo,Kouadio Kone,Over 3.5,4.3334,Open,Spillers samlede antal tacklinger | Kouadio Kone,
AS Roma vs Sassuolo,Kouadio Kone,Over 4.5,7.5,Open,Spillers samlede antal tacklinger | Kouadio Kone,
AS Roma vs Sassuolo,Kouadio Kone,Over 5.5,13.0,Open,Spillers samlede antal tacklinger | Kouadio Kone,
AS Roma vs Sassuolo,Kristian Thorstvedt,Over 1.5,1.85,Open,Spillers samlede antal tacklinger | Kristian Thorstvedt,
AS Roma vs Sassuolo,Kristian Thorstvedt,Over 2.5,2.8,Open,Spillers samlede antal tacklinger | Kristian Thorstvedt,
AS Roma vs Sassuolo,Kristian Thorstvedt,Over 3.5,4.5,Open,Spillers samlede antal tacklinger | Kristian Thorstvedt,
AS Roma vs Sassuolo,Kristian Thorstvedt,Over 4.5,8.0,Open,Spillers samlede antal tacklinger | Kristian Thorstvedt,
AS Roma vs Sassuolo,Kristian Thorstvedt,Over 5.5,13.0,Open,Spillers samlede antal tacklinger | Kristian Thorstvedt,
AS Roma vs Sassuolo,Luca Lipani,Over 1.5,1.4445,Open,Spillers samlede antal tacklinger | Luca Lipani,
AS Roma vs Sassuolo,Luca Lipani,Over 2.5,2.5455,Open,Spillers samlede antal tacklinger | Luca Lipani,
AS Roma vs Sassuolo,Luca Lipani,Over 3.5,3.6,Open,Spillers samlede antal tacklinger | Luca Lipani,
AS Roma vs Sassuolo,Luca Lipani,Over 4.5,6.3334,Open,Spillers samlede antal tacklinger | Luca Lipani,
AS Roma vs Sassuolo,Luca Lipani,Over 5.5,11.0,Open,Spillers samlede antal tacklinger | Luca Lipani,
AS Roma vs Sassuolo,Luca Lipani,Over 6.5,17.0,Open,Spillers samlede antal tacklinger | Luca Lipani,
AS Roma vs Sassuolo,Mario Hermoso,Over 1.5,1.5834,Open,Spillers samlede antal tacklinger | Mario Hermoso,
AS Roma vs Sassuolo,Mario Hermoso,Over 2.5,2.9,Open,Spillers samlede antal tacklinger | Mario Hermoso,
AS Roma vs Sassuolo,Mario Hermoso,Over 3.5,4.0,Open,Spillers samlede antal tacklinger | Mario Hermoso,
AS Roma vs Sassuolo,Mario Hermoso,Over 4.5,6.6667,Open,Spillers samlede antal tacklinger | Mario Hermoso,
AS Roma vs Sassuolo,Mario Hermoso,Over 5.5,12.0,Open,Spillers samlede antal tacklinger | Mario Hermoso,
AS Roma vs Sassuolo,Matias Soule,Over 1.5,2.4286,Open,Spillers samlede antal tacklinger | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 2.5,3.6667,Open,Spillers samlede antal tacklinger | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 3.5,6.5,Open,Spillers samlede antal tacklinger | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 4.5,12.0,Open,Spillers samlede antal tacklinger | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 5.5,18.0,Open,Spillers samlede antal tacklinger | Matias Soule,
AS Roma vs Sassuolo,Neil El,Over 1.5,1.1539,Open,Spillers samlede antal tacklinger | Neil El,
AS Roma vs Sassuolo,Neil El,Over 2.5,1.625,Open,Spillers samlede antal tacklinger | Neil El,
AS Roma vs Sassuolo,Neil El,Over 3.5,2.8,Open,Spillers samlede antal tacklinger | Neil El,
AS Roma vs Sassuolo,Neil El,Over 4.5,3.6667,Open,Spillers samlede antal tacklinger | Neil El,
AS Roma vs Sassuolo,Neil El,Over 5.5,6.0,Open,Spillers samlede antal tacklinger | Neil El,
AS Roma vs Sassuolo,Neil El,Over 6.5,10.0,Open,Spillers samlede antal tacklinger | Neil El,
AS Roma vs Sassuolo,Nemanja Matic,Over 1.5,1.6364,Open,Spillers samlede antal tacklinger | Nemanja Matic,
AS Roma vs Sassuolo,Nemanja Matic,Over 2.5,3.1,Open,Spillers samlede antal tacklinger | Nemanja Matic,
AS Roma vs Sassuolo,Nemanja Matic,Over 3.5,4.2,Open,Spillers samlede antal tacklinger | Nemanja Matic,
AS Roma vs Sassuolo,Nemanja Matic,Over 4.5,7.0,Open,Spillers samlede antal tacklinger | Nemanja Matic,
AS Roma vs Sassuolo,Nemanja Matic,Over 5.5,12.0,Open,Spillers samlede antal tacklinger | Nemanja Matic,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 1.5,1.6667,Open,Spillers samlede antal tacklinger | Niccolo Pisilli,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 2.5,3.2,Open,Spillers samlede antal tacklinger | Niccolo Pisilli,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 3.5,4.2,Open,Spillers samlede antal tacklinger | Niccolo Pisilli,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 4.5,7.5,Open,Spillers samlede antal tacklinger | Niccolo Pisilli,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 5.5,12.0,Open,Spillers samlede antal tacklinger | Niccolo Pisilli,
AS Roma vs Sassuolo,Obite Ndicka,Over 1.5,2.4546,Open,Spillers samlede antal tacklinger | Obite Ndicka,
AS Roma vs Sassuolo,Obite Ndicka,Over 2.5,3.8,Open,Spillers samlede antal tacklinger | Obite Ndicka,
AS Roma vs Sassuolo,Obite Ndicka,Over 3.5,6.6667,Open,Spillers samlede antal tacklinger | Obite Ndicka,
AS Roma vs Sassuolo,Obite Ndicka,Over 4.5,12.0,Open,Spillers samlede antal tacklinger | Obite Ndicka,
AS Roma vs Sassuolo,Obite Ndicka,Over 5.5,18.0,Open,Spillers samlede antal tacklinger | Obite Ndicka,
AS Roma vs Sassuolo,Paulo Dybala,Over 1.5,3.1,Open,Spillers samlede antal tacklinger | Paulo Dybala,
AS Roma vs Sassuolo,Paulo Dybala,Over 2.5,5.75,Open,Spillers samlede antal tacklinger | Paulo Dybala,
AS Roma vs Sassuolo,Paulo Dybala,Over 3.5,10.0,Open,Spillers samlede antal tacklinger | Paulo Dybala,
AS Roma vs Sassuolo,Paulo Dybala,Over 4.5,16.0,Open,Spillers samlede antal tacklinger | Paulo Dybala,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 1.5,1.2858,Open,Spillers samlede antal tacklinger | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 2.5,2.125,Open,Spillers samlede antal tacklinger | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 3.5,3.2,Open,Spillers samlede antal tacklinger | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 4.5,5.3334,Open,Spillers samlede antal tacklinger | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 5.5,9.0,Open,Spillers samlede antal tacklinger | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 6.5,15.0,Open,Spillers samlede antal tacklinger | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Stephan El,Over 1.5,2.3,Open,Spillers samlede antal tacklinger | Stephan El,
AS Roma vs Sassuolo,Stephan El,Over 2.5,3.6,Open,Spillers samlede antal tacklinger | Stephan El,
AS Roma vs Sassuolo,Stephan El,Over 3.5,6.5,Open,Spillers samlede antal tacklinger | Stephan El,
AS Roma vs Sassuolo,Stephan El,Over 4.5,11.0,Open,Spillers samlede antal tacklinger | Stephan El,
AS Roma vs Sassuolo,Stephan El,Over 5.5,18.0,Open,Spillers samlede antal tacklinger | Stephan El,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 1.5,1.875,Open,Spillers samlede antal tacklinger | Tarik Muharemovic,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 2.5,2.8572,Open,Spillers samlede antal tacklinger | Tarik Muharemovic,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 3.5,4.75,Open,Spillers samlede antal tacklinger | Tarik Muharemovic,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 4.5,8.0,Open,Spillers samlede antal tacklinger | Tarik Muharemovic,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 5.5,13.0,Open,Spillers samlede antal tacklinger | Tarik Muharemovic,
AS Roma vs Sassuolo,Walid Cheddira,Over 1.5,4.2,Open,Spillers samlede antal tacklinger | Walid Cheddira,
AS Roma vs Sassuolo,Walid Cheddira,Over 2.5,5.3334,Open,Spillers samlede antal tacklinger | Walid Cheddira,
AS Roma vs Sassuolo,Walid Cheddira,Over 3.5,9.5,Open,Spillers samlede antal tacklinger | Walid Cheddira,
AS Roma vs Sassuolo,Walid Cheddira,Over 4.5,15.0,Open,Spillers samlede antal tacklinger | Walid Cheddira,
AS Roma vs Sassuolo,Wesley Vinícius,Over 1.5,1.1667,Open,Spillers samlede antal tacklinger | Wesley Vinícius,
AS Roma vs Sassuolo,Wesley Vinícius,Over 2.5,1.6364,Open,Spillers samlede antal tacklinger | Wesley Vinícius,
AS Roma vs Sassuolo,Wesley Vinícius,Over 3.5,2.8,Open,Spillers samlede antal tacklinger | Wesley Vinícius,
AS Roma vs Sassuolo,Wesley Vinícius,Over 4.5,3.6667,Open,Spillers samlede antal tacklinger | Wesley Vinícius,
AS Roma vs Sassuolo,Wesley Vinícius,Over 5.5,6.0,Open,Spillers samlede antal tacklinger | Wesley Vinícius,
AS Roma vs Sassuolo,Wesley Vinícius,Over 6.5,10.0,Open,Spillers samlede antal tacklinger | Wesley Vinícius,
AS Roma vs Sassuolo,Woyo Coulibaly,Over 1.5,3.0,Open,Spillers samlede antal tacklinger | Woyo Coulibaly,
AS Roma vs Sassuolo,Woyo Coulibaly,Over 2.5,4.5,Open,Spillers samlede antal tacklinger | Woyo Coulibaly,
AS Roma vs Sassuolo,Woyo Coulibaly,Over 3.5,8.5,Open,Spillers samlede antal tacklinger | Woyo Coulibaly,
AS Roma vs Sassuolo,Woyo Coulibaly,Over 4.5,14.0,Open,Spillers samlede antal tacklinger | Woyo Coulibaly,
AS Roma vs Sassuolo,Zeki Celik,Over 1.5,1.35,Open,Spillers samlede antal tacklinger | Zeki Celik,
AS Roma vs Sassuolo,Zeki Celik,Over 2.5,2.2858,Open,Spillers samlede antal tacklinger | Zeki Celik,
